Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA
Brazil,Serie A,2026,02/04/2026,23:00,Chapecoense-SC,Atletico-MG,0,4,A,,,,3.4,3.3,2.28,3.26,3.19,2.19,3.65,3.4,2.28,3.4,3.2,2.2
Brazil,Serie A,2026,02/04/2026,23:00,Santos,Remo,2,0,H,,,,1.67,3.8,6,1.62,3.64,5.39,1.72,3.9,6,1.61,3.7,5.75
Brazil,Serie A,2026,03/04/2026,01:30,Bragantino,Flamengo RJ,3,0,H,,,,4,3.3,2.1,3.68,3.14,2.05,4,3.35,2.16,3.8,3.2,2.05
Brazil,Serie A,2026,03/04/2026,01:30,Palmeiras,Gremio,2,1,H,,,,1.55,4.33,6,1.5,4.15,5.72,1.56,4.2,7,1.51,4.33,6
Brazil,Serie A,2026,04/04/2026,22:30,Sao Paulo,Cruzeiro,4,1,H,,,,2.3,3.25,3.55,2.21,3.08,3.35,2.32,3.3,3.65,2.15,3.2,3.5
Brazil,Serie A,2026,05/04/2026,00:30,Coritiba,Fluminense,1,1,D,,,,3.25,3.05,2.55,3.04,2.95,2.44,3.3,3.05,2.66,3.1,3,2.5
Brazil,Serie A,2026,05/04/2026,01:00,Vasco,Botafogo RJ,1,2,A,,,,1.98,3.5,4.25,1.93,3.34,3.82,2.02,3.5,4.4,1.91,3.4,4
Brazil,Serie A,2026,05/04/2026,20:00,Chapecoense-SC,Vitoria,1,1,D,,,,2.71,3.3,2.88,2.53,3.16,2.72,2.72,3.25,3.05,2.5,3.2,2.75
Brazil,Serie A,2026,05/04/2026,21:30,Atletico-MG,Athletico-PR,2,1,H,,,,2.3,3.3,3.6,2.16,3.17,3.34,2.28,3.3,3.75,2.1,3.2,3.3
Brazil,Serie A,2026,05/04/2026,21:30,Flamengo RJ,Santos,3,1,H,,,,1.38,4.8,11,1.33,4.64,8.96,1.37,5.3,12,1.3,4.75,11
Brazil,Serie A,2026,05/04/2026,23:30,Bahia,Palmeiras,1,2,A,,,,2.65,3.25,2.9,2.53,3.08,2.78,2.7,3.25,3.05,2.5,3.1,2.85
Brazil,Serie A,2026,05/04/2026,23:30,Corinthians,Internacional,0,1,A,,,,2.22,3.1,3.7,2.14,3.03,3.54,2.32,3.15,3.85,2.1,3,3.7
Brazil,Serie A,2026,06/04/2026,00:00,Mirassol,Bragantino,0,1,A,,,,2.2,3.4,3.6,2.1,3.26,3.4,2.22,3.45,3.75,2.1,3.3,3.6
Brazil,Serie A,2026,06/04/2026,00:30,Gremio,Remo,0,0,D,,,,1.74,3.95,5.4,1.67,3.74,4.8,1.75,3.85,5.7,1.68,3.7,4.75
Brazil,Serie A,2026,11/04/2026,20:30,Remo,Vasco,1,1,D,,,,2.95,3.4,2.57,2.86,3.2,2.41,3.15,3.3,2.6,2.85,3.2,2.5
Brazil,Serie A,2026,11/04/2026,20:30,Vitoria,Sao Paulo,2,0,H,,,,3.1,3.1,2.62,2.95,3,2.47,3.15,3.15,2.66,3,3,2.5
Brazil,Serie A,2026,11/04/2026,22:30,Mirassol,Bahia,1,2,A,,,,2.25,3.4,3.4,2.17,3.3,3.18,2.32,3.45,3.5,2.15,3.3,3.4
Brazil,Serie A,2026,12/04/2026,00:00,Santos,Atletico-MG,1,0,H,,,,2.28,3.25,3.5,2.18,3.15,3.31,2.32,3.3,3.7,2.1,3.2,3.5
Brazil,Serie A,2026,12/04/2026,00:30,Internacional,Gremio,0,0,D,,,,1.91,3.6,4.9,1.76,3.49,4.51,1.84,3.7,5.3,1.71,3.6,4.75
Brazil,Serie A,2026,12/04/2026,15:00,Athletico-PR,Chapecoense-SC,2,0,H,,,,1.53,4.4,7,1.46,4.14,6.34,1.53,4.6,7.6,1.39,4.1,5.75
Brazil,Serie A,2026,12/04/2026,20:00,Botafogo RJ,Coritiba,2,2,D,,,,1.91,3.5,4.75,1.83,3.35,4.3,1.96,3.45,4.8,1.86,3.4,4.2
Brazil,Serie A,2026,12/04/2026,22:00,Fluminense,Flamengo RJ,1,2,A,,,,3.2,3.1,2.55,3.07,3.01,2.38,3.3,3.2,2.54,3.2,3.1,2.35
Brazil,Serie A,2026,12/04/2026,22:30,Corinthians,Palmeiras,0,0,D,,,,2.85,3,2.85,2.69,2.91,2.78,2.92,3.05,3,2.65,3,2.85
Brazil,Serie A,2026,12/04/2026,22:30,Cruzeiro,Bragantino,2,1,H,,,,2,3.4,4.35,1.93,3.32,3.89,2.08,3.5,4.1,1.96,3.4,3.9
Brazil,Serie A,2026,18/04/2026,22:30,Chapecoense-SC,Botafogo RJ,1,4,A,,,,3.8,3.6,2.1,3.49,3.41,2.02,,,,3.7,3.6,1.96
Brazil,Serie A,2026,18/04/2026,22:30,Vasco,Sao Paulo,2,1,H,,,,2.22,3.3,3.6,2.12,3.19,3.44,,,,2.01,3.3,3.6
Brazil,Serie A,2026,19/04/2026,00:00,Vitoria,Corinthians,0,0,D,,,,2.66,3.1,3,2.6,2.96,2.84,,,,2.57,3,3
Brazil,Serie A,2026,19/04/2026,00:30,Cruzeiro,Gremio,2,0,H,,,,1.71,3.8,5.6,1.66,3.65,5.03,,,,1.62,3.8,5.25
Brazil,Serie A,2026,19/04/2026,15:00,Internacional,Mirassol,1,2,A,,,,1.95,3.5,4.35,1.88,3.4,4.04,,,,1.86,3.4,4.1
Brazil,Serie A,2026,19/04/2026,20:00,Coritiba,Atletico-MG,2,0,H,,,,2.33,3.2,3.4,2.23,3.1,3.29,,,,2.2,3.2,3.4
Brazil,Serie A,2026,19/04/2026,20:00,Santos,Fluminense,2,3,A,,,,2.28,3.25,3.5,2.22,3.18,3.22,,,,2.15,3.2,3.5
Brazil,Serie A,2026,19/04/2026,22:30,Bragantino,Remo,4,2,H,,,,1.53,4.2,7.5,1.49,4.05,6.34,,,,1.49,3.9,6.5
Brazil,Serie A,2026,19/04/2026,22:30,Palmeiras,Athletico-PR,1,0,H,,,,1.6,3.9,6.5,1.56,3.78,5.93,,,,1.56,3.6,6.5
Brazil,Serie A,2026,19/04/2026,23:30,Flamengo RJ,Bahia,2,0,H,,,,1.48,4.7,8,1.43,4.46,6.67,,,,1.42,4.5,6.5
Brazil,Serie A,2026,25/04/2026,22:30,Bahia,Santos,2,2,D,,,,1.65,4,5.75,1.59,3.86,5.21,,,,1.57,3.9,5.25
Brazil,Serie A,2026,25/04/2026,22:30,Botafogo RJ,Internacional,2,2,D,,,,2.55,3.33,2.88,2.48,3.18,2.75,,,,2.55,3.1,2.82
Brazil,Serie A,2026,25/04/2026,22:30,Remo,Cruzeiro,0,1,A,,,,2.95,3.4,2.48,2.82,3.28,2.38,,,,2.82,3.3,2.45
Brazil,Serie A,2026,26/04/2026,01:00,Sao Paulo,Mirassol,1,0,H,,,,2.05,3.45,4.3,1.95,3.29,3.83,,,,2.05,3.4,3.6
Brazil,Serie A,2026,26/04/2026,20:00,Corinthians,Vasco,1,0,H,,,,2.25,3.4,3.55,2.14,3.21,3.34,,,,2.2,3.2,3.3
Brazil,Serie A,2026,26/04/2026,20:00,Gremio,Coritiba,1,0,H,,,,1.91,3.4,4.33,1.87,3.27,4.16,,,,1.81,3.25,4.2
Brazil,Serie A,2026,26/04/2026,22:30,Athletico-PR,Vitoria,3,1,H,,,,1.65,3.75,6.33,1.59,3.64,5.79,,,,1.57,3.75,6
Brazil,Serie A,2026,26/04/2026,22:30,Bragantino,Palmeiras,0,1,A,,,,2.9,3.25,2.6,2.8,3.13,2.48,,,,2.85,3.25,2.5
Brazil,Serie A,2026,27/04/2026,00:30,Atletico-MG,Flamengo RJ,0,4,A,,,,4.9,3.6,1.8,4.6,3.47,1.74,,,,4.75,3.6,1.71
Brazil,Serie A,2026,27/04/2026,00:30,Fluminense,Chapecoense-SC,2,1,H,,,,1.33,5.5,10.5,1.28,5.27,9.42,,,,1.27,5.5,9.5
Brazil,Serie A,2026,02/05/2026,20:00,Botafogo RJ,Remo,1,2,A,,,,1.6,4.2,6.33,1.53,3.98,5.69,,,,1.53,4.1,5.75
Brazil,Serie A,2026,02/05/2026,22:30,Palmeiras,Santos,1,1,D,,,,1.6,3.9,6.5,1.55,3.79,6.06,,,,1.56,3.75,6
Brazil,Serie A,2026,02/05/2026,22:30,Vitoria,Coritiba,4,1,H,,,,2.33,3.13,3.65,2.16,3.01,3.52,,,,2.15,3,3.6
Brazil,Serie A,2026,03/05/2026,00:30,Athletico-PR,Gremio,0,0,D,,,,1.77,3.45,5.33,1.72,3.36,4.98,,,,1.68,3.4,5.25
Brazil,Serie A,2026,03/05/2026,01:00,Cruzeiro,Atletico-MG,1,3,A,,,,1.85,3.5,4.75,1.82,3.29,4.45,,,,1.79,3.4,4.75
Brazil,Serie A,2026,03/05/2026,20:00,Flamengo RJ,Vasco,2,2,D,,,,1.48,4.5,7.8,1.43,4.22,7.05,,,,1.42,4.5,7
Brazil,Serie A,2026,03/05/2026,20:00,Sao Paulo,Bahia,2,2,D,,,,2.05,3.5,3.8,1.98,3.38,3.6,,,,1.96,3.4,3.8
Brazil,Serie A,2026,03/05/2026,22:30,Chapecoense-SC,Bragantino,1,2,A,,,,4.33,3.5,1.95,4.04,3.36,1.87,,,,4.1,3.4,1.86
Brazil,Serie A,2026,03/05/2026,22:30,Internacional,Fluminense,2,0,H,,,,2.25,3.2,3.5,2.17,3.16,3.32,,,,2.15,3.2,3.5
Brazil,Serie A,2026,04/05/2026,00:30,Mirassol,Corinthians,2,1,H,,,,2.75,3,3,2.56,2.91,2.88,,,,2.65,2.82,2.82
Brazil,Serie A,2026,09/05/2026,20:00,Coritiba,Internacional,2,2,D,,,,2.75,3.2,2.75,2.66,3.06,2.66,2.92,3.2,2.84,2.7,3.1,2.65
Brazil,Serie A,2026,09/05/2026,22:00,Fluminense,Vitoria,2,2,D,,,,1.55,4.33,7.5,1.49,4.1,6.22,1.56,4.5,7,1.51,4.33,5.75
Brazil,Serie A,2026,10/05/2026,01:00,Bahia,Cruzeiro,1,2,A,,,,2,3.66,3.8,1.93,3.45,3.69,2.06,3.7,4,1.91,3.6,3.75
Brazil,Serie A,2026,10/05/2026,20:00,Atletico-MG,Botafogo RJ,1,1,D,,,,2.25,3.4,3.4,2.15,3.29,3.22,2.28,3.5,3.5,2.15,3.4,3.25
Brazil,Serie A,2026,10/05/2026,20:00,Remo,Palmeiras,1,1,D,,,,4.2,3.5,2,3.9,3.38,1.9,4.5,3.5,2,4,3.4,1.91
Brazil,Serie A,2026,10/05/2026,22:30,Corinthians,Sao Paulo,3,2,H,,,,2.1,3.2,4,2.04,3.08,3.8,2.14,3.3,4.3,2.01,3.1,3.9
Brazil,Serie A,2026,10/05/2026,22:30,Mirassol,Chapecoense-SC,1,1,D,,,,1.48,4.5,7.7,1.44,4.25,6.83,1.5,4.8,7.8,1.45,4.2,7
Brazil,Serie A,2026,10/05/2026,22:30,Santos,Bragantino,2,0,H,,,,2.22,3.4,3.5,2.11,3.3,3.32,2.22,3.55,3.6,2.05,3.4,3.5
Brazil,Serie A,2026,10/05/2026,23:30,Gremio,Flamengo RJ,0,1,A,,,,4.25,3.4,1.99,3.9,3.3,1.91,4.4,3.45,2.04,4,3.4,1.86
Brazil,Serie A,2026,11/05/2026,00:30,Vasco,Athletico-PR,1,0,H,,,,1.83,3.45,4.75,1.79,3.34,4.48,1.87,3.55,5.2,1.76,3.4,4.75
Brazil,Serie A,2026,16/05/2026,22:30,Atletico-MG,Mirassol,3,1,H,,,,2,3.4,4.1,1.95,3.28,3.83,2.06,3.5,4.3,1.91,3.3,4.1
Brazil,Serie A,2026,16/05/2026,22:30,Internacional,Vasco,4,1,H,,,,2,3.4,4.33,1.91,3.27,4.01,2,3.45,4.6,1.86,3.4,4.33
Brazil,Serie A,2026,16/05/2026,23:00,Fluminense,Sao Paulo,2,1,H,,,,1.75,3.75,5,1.7,3.62,4.67,1.78,3.75,5.7,1.68,3.7,4.75
Brazil,Serie A,2026,17/05/2026,01:00,Palmeiras,Cruzeiro,1,1,D,,,,1.98,3.6,4.35,1.88,3.33,3.98,2,3.45,4.6,1.86,3.2,3.75
Brazil,Serie A,2026,17/05/2026,15:00,Santos,Coritiba,0,3,A,,,,1.58,4,6.5,1.55,3.85,5.79,1.58,4.3,7,1.53,4,6.25
Brazil,Serie A,2026,17/05/2026,20:00,Bahia,Gremio,1,1,D,,,,1.7,4,5.1,1.64,3.85,4.78,1.72,4.1,5.5,1.62,4,4.75
Brazil,Serie A,2026,17/05/2026,20:00,Botafogo RJ,Corinthians,3,1,H,,,,2.75,3.2,2.85,2.59,3.07,2.74,2.88,3.15,2.92,2.7,3.1,2.75
Brazil,Serie A,2026,17/05/2026,22:30,Bragantino,Vitoria,2,0,H,,,,1.6,4.25,6.1,1.54,4.01,5.6,1.61,4.4,6.2,1.56,4.1,5.5
Brazil,Serie A,2026,17/05/2026,22:30,Chapecoense-SC,Remo,2,3,A,,,,2.6,3.3,2.9,2.46,3.21,2.76,2.72,3.3,2.98,2.55,3.25,2.65
Brazil,Serie A,2026,17/05/2026,23:30,Athletico-PR,Flamengo RJ,1,1,D,,,,3.75,3.25,2.15,3.5,3.17,2.08,3.95,3.35,2.2,3.75,3.25,2.05
Brazil,Serie A,2026,23/05/2026,21:00,Sao Paulo,Botafogo RJ,1,1,D,,,,1.73,3.9,4.75,1.69,3.71,4.59,1.78,3.85,5.5,1.71,3.8,4.5
Brazil,Serie A,2026,23/05/2026,21:00,Vitoria,Internacional,2,0,H,,,,2.88,3.2,2.65,2.79,3.1,2.52,3.05,3.2,2.72,2.85,3.1,2.5
Brazil,Serie A,2026,23/05/2026,23:00,Gremio,Santos,3,2,H,,,,2.2,3.3,3.6,2.14,3.21,3.35,2.28,3.35,3.75,2.15,3.2,3.5
Brazil,Serie A,2026,23/05/2026,23:00,Mirassol,Fluminense,1,0,H,,,,2.62,3.1,3,2.55,2.98,2.85,2.7,3.2,3.1,2.55,3,2.85
Brazil,Serie A,2026,24/05/2026,01:00,Flamengo RJ,Palmeiras,0,3,A,,,,1.8,3.6,5.5,1.73,3.43,4.77,1.84,3.6,5.4,1.71,3.4,5
Brazil,Serie A,2026,24/05/2026,20:00,Cruzeiro,Chapecoense-SC,2,1,H,,,,1.3,5.75,10.5,1.27,5.41,9.47,1.31,6.2,11.5,1.3,5.5,9
Brazil,Serie A,2026,24/05/2026,20:00,Remo,Athletico-PR,1,2,A,,,,2.22,3.3,3.55,2.16,3.18,3.31,2.28,3.35,3.75,2.1,3.25,3.5
Brazil,Serie A,2026,24/05/2026,22:30,Corinthians,Atletico-MG,1,0,H,,,,1.85,3.3,5,1.8,3.22,4.71,1.91,3.35,5.4,1.79,3.3,5
Brazil,Serie A,2026,25/05/2026,00:30,Vasco,Bragantino,0,3,A,,,,2.16,3.4,3.75,2.05,3.33,3.45,2.2,3.45,3.8,2.1,3.4,3.4
Brazil,Serie A,2026,26/05/2026,00:00,Coritiba,Bahia,3,2,H,,,,2.6,3.3,2.8,2.51,3.23,2.69,2.68,3.35,2.98,2.5,3.25,2.75
Brazil,Serie A,2026,30/05/2026,20:00,Athletico-PR,Mirassol,1,0,H,,,,1.95,3.33,4.75,1.88,3.21,4.28,2,3.4,4.7,1.86,3.3,4.33
Brazil,Serie A,2026,30/05/2026,20:00,Flamengo RJ,Coritiba,3,0,H,,,,1.36,5.5,9.5,1.32,5.08,8.16,1.37,5.6,10,1.3,5.5,8
Brazil,Serie A,2026,30/05/2026,21:30,Bahia,Botafogo RJ,2,1,H,,,,2,3.8,3.6,1.95,3.63,3.43,2.1,3.75,3.8,1.96,3.75,3.5
Brazil,Serie A,2026,30/05/2026,21:30,Gremio,Corinthians,1,3,A,,,,3.15,3.2,2.5,2.99,3.08,2.38,3.3,3.15,2.58,3,3.2,2.4
Brazil,Serie A,2026,31/05/2026,00:00,Santos,Vitoria,3,1,H,,,,1.74,3.9,5.75,1.64,3.67,5.11,1.71,3.95,5.9,1.57,3.7,5.75
Brazil,Serie A,2026,31/05/2026,15:00,Bragantino,Internacional,3,1,H,,,,2.02,3.55,3.8,1.98,3.41,3.54,2.04,3.65,4,1.96,3.4,3.7
Brazil,Serie A,2026,31/05/2026,20:00,Palmeiras,Chapecoense-SC,1,0,H,,,,1.44,4.8,9,1.37,4.63,7.74,1.44,5.1,8.8,1.37,4.75,7
Brazil,Serie A,2026,31/05/2026,20:00,Vasco,Atletico-MG,0,1,A,,,,1.96,3.6,4.1,1.9,3.4,3.87,2.02,3.65,4.2,1.81,3.5,4.1
Brazil,Serie A,2026,01/06/2026,00:30,Cruzeiro,Fluminense,1,1,D,,,,1.91,3.4,4.6,1.87,3.26,4.21,1.97,3.55,4.6,1.86,3.4,4.33
Brazil,Serie A,2026,01/06/2026,00:30,Remo,Sao Paulo,1,0,H,,,,3.14,3.3,2.4,2.95,3.17,2.35,3.3,3.35,2.48,3.1,3.2,2.3
